,id,fdid,state,name,res_structure_fire_count,geom_id,source
2854,81277,C2320,ME,Falmouth Fire- EMS Department,53,2041,minorcivildivision
2855,90474,34D07,WA,North Olympia Fire Department,53,39300,minorcivildivision
2856,92520,62025,OH,Portage Fire District,53,16706,incorporatedplace
2857,84421,14010,LA,Homer Fire Department,53,647,incorporatedplace
2858,96167,01908,VA,Stewartsville-Chamblissburg Volunteer Fire Company,53,39579,minorcivildivision
2859,97813,88013,OH,Upper Sandusky Fire Department,53,19397,incorporatedplace
2860,81700,01902,VA,Forest Volunteer Fire Company,53,5859,unincorporatedplace
2861,93730,09214,NC,Rolesville Rural Fire Department,53,17022,incorporatedplace
2862,76445,30041,DE,Camden-Wyoming Fire Company  Inc.,53,7031,incorporatedplace
2863,77239,05009,OH,Chauncey-Dover Volunteer Fire Department,53,18028,incorporatedplace
2864,89129,60030,NY,Montrose Fire District,53,8517,unincorporatedplace
2865,90192,73117,OH,Nile Township Volunteer Fire Department,53,9147,unincorporatedplace
2866,87698,36026,PA,Manheim Fire Company,53,12869,incorporatedplace
2867,81618,CS402,IL,Flossmoor Volunteer Fire Department,53,7420,incorporatedplace
2868,99454,07002,MT,Whitefish Fire Department,53,18192,incorporatedplace
2869,95490,64012,IN,South Haven-Portage Township Fire Department,53,14649,minorcivildivision
2870,92457,54010,MS,Pope Volunteer Fire Department,53,32313,minorcivildivision
2871,80266,07070,CT,East Hampton Volunteer Fire Department,53,3741,unincorporatedplace
2872,77170,34001,IA,Charles City Fire Department,53,3043,incorporatedplace
2873,77425,85200,OH,Chippewa Township Fire Department,53,19653,incorporatedplace
2874,85909,36100,AK,Kotzebue Volunteer Fire Department,53,9314,incorporatedplace
2875,98770,01306,GA,Waynesville Volunteer Fire Department,53,35849,minorcivildivision
2876,74966,05010,CT,Bethel Volunteer Fire Department  Inc.,53,8103,unincorporatedplace
2877,91773,17051,NJ,Pennsville Fire and Rescue Company 1,53,6505,unincorporatedplace
2878,97118,85202,OH,Town & Country Fire District,53,18725,incorporatedplace
2879,76314,09068,LA,Caddo Parish Fire District 6,53,1799,minorcivildivision
2880,87262,02150,CT,Lost Acres Fire Department,53,2199,unincorporatedplace
2881,80170,76151,TN,East 63 Volunteer Fire Department,53,40159,minorcivildivision
2882,91052,76111,TN,Oneida Fire Department,53,40157,minorcivildivision
2883,82871,04128,MI,Grand Rapids Township Fire,53,7819,minorcivildivision
2884,93051,LE234,IL,Reading Township Volunteer Fire Department,53,42372,minorcivildivision
2885,97041,09817,NC,Toisnot Rural Fire Department,53,18438,incorporatedplace
2886,78315,DH405,TX,Cockrell Hill Volunteer Fire Department,53,14290,incorporatedplace
2887,92530,01409,MI,Porter Fire Department,53,7714,minorcivildivision
2888,81026,78003,MS,Eupora Fire Department,53,3660,incorporatedplace
2889,90435,76209,OH,North Lawrence Volunteer Fire Department  Inc.,53,3765,unincorporatedplace
2890,75668,64001,MS,Braxton Fire Rescue,53,1481,incorporatedplace
2891,81010,04505,NC,Etowah Horse Shoe Volunteer Fire and Rescue,53,1986,unincorporatedplace
2892,77223,SB148,IL,Chatham Fire Department,53,8290,incorporatedplace
2893,82383,02512,MI,Genesee Township Fire Department Station 2,53,6609,minorcivildivision
2894,90571,02018,IN,Northeast Allen County Fire & EMS,53,869,incorporatedplace
2895,95279,21007,MD,Smithsburg Community Volunteer Fire Company  Inc,53,3108,incorporatedplace
2896,96668,05701,VA,Tappahannock-Essex Volunteer Fire Department,53,15241,incorporatedplace
2897,96009,15047,NJ,Stafford Township Volunteer Fire Company No. 1  Station 47,53,4945,unincorporatedplace
2898,82363,0128,OR,Gearhart Volunteer Fire Department,53,12813,incorporatedplace
2899,96477,01504,MO,Sunrise Beach Fire Protection District,53,35400,minorcivildivision
2900,83003,02618,NC,Gray's Creek Volunteer Fire Department #24,53,2426,countyorequivalent
2901,98753,60149,OH,Wayne Township-Duncan Falls Volunteer Fire Department,53,3691,unincorporatedplace
2902,89499,17006,AR,Mulberry Fire Department,53,7040,incorporatedplace
2903,98519,81104,MN,Waseca Fire Department,53,449,incorporatedplace
2904,89981,13025,NM,New Mexico State University,53,2196,unincorporatedplace
2905,92901,75000,VA,Radford Fire Department,53,2081,countyorequivalent
2906,91110,11223,MA,Orange Fire Department,53,349,unincorporatedplace
2907,91875,ML153,IL,Petersburg Fire Department,52,8118,incorporatedplace
2908,95902,49018,UT,Springville Fire & Rescue,52,11261,incorporatedplace
2909,97961,30018,MS,Vancleave Volunteer Fire Department,52,3535,unincorporatedplace
2910,92619,19570,VA,Pound Volunteer Fire Department,52,11698,incorporatedplace
2911,77166,59001,IA,Chariton Volunteer Fire Department,52,4882,incorporatedplace
2912,92826,40012,NY,Putnam Valley Fire Department,52,31353,minorcivildivision
2913,90603,TA268,IL,Northern Tazewell Fire Protection District,52,7180,incorporatedplace
2914,87664,00507,MI,Mancelona Fire Department,52,3591,incorporatedplace
2915,76745,80113,TN,Carthage Fire Department,52,12821,incorporatedplace
2916,94922,07210,SC,Sheldon Fire District,52,16275,minorcivildivision
2917,73435,07001,MI,Allendale Fire Department,52,3945,unincorporatedplace
2918,86310,42219,SC,Landrum Fire Department,52,14187,incorporatedplace
2919,96168,55106,MN,Stewartville Fire Department,52,4137,incorporatedplace
2920,87132,06113,VA,Lois Volunteer Fire Department (Fauquier County  Company 13),52,39609,minorcivildivision
2921,89295,11305,NH,Moultonborough Fire/Rescue Department,52,31243,minorcivildivision
2922,98910,68021,OH,West Alexandria Fire Department,52,18964,incorporatedplace
2923,76988,04001,AR,Centerton Fire Department,52,6509,incorporatedplace
2924,87102,46007,OK,Locust Grove Fire Department,52,11528,incorporatedplace
2925,89401,MA184,IL,Mount Zion Fire Protection District,52,6051,incorporatedplace
2926,74828,76102,MN,Benson Fire Department,52,2195,incorporatedplace
2927,78462,62001,AR,Colt Fire Department,52,4968,incorporatedplace
2928,73515,00101,NC,Altamahaw-Ossipee Fire Department,52,17745,incorporatedplace
2929,79031,22001,NE,Crete Fire and Rescue Department,52,15056,incorporatedplace
2930,80751,08048,NC,Ellis Cross Country Fire Department,52,28122,minorcivildivision
2931,88324,18002,MD,Mechanicsville Volunteer Fire Department  Inc.,52,2031,unincorporatedplace
2932,77287,11204,SC,Cherokee Creek Volunteer Fire Department,52,17103,minorcivildivision
2933,77115,18025,OH,Chagrin Falls Fire Department,52,15539,incorporatedplace
2934,82681,31041,OH,Golf Manor Fire Department,52,17977,incorporatedplace
2935,89198,09113,OH,Morgan Township Volunteer Fire Department,52,23504,minorcivildivision
2936,81204,34015,NY,Fairmount Fire Department,52,31512,minorcivildivision
2937,79502,31019,OH,Deer Park-Silverton Joint Fire District,52,19053,incorporatedplace
2938,85652,13203,ID,Ketchum Fire Department,52,6517,incorporatedplace
2939,75883,31102,WV,Brookhaven Volunteer Fire Department Company 12,52,2634,unincorporatedplace
2940,83102,16035,MD,Greenbelt Volunteer Fire Department and Rescue Squad  Inc. (Prince Georges County Fire Department),52,59,incorporatedplace
2941,93792,68103,MN,Roseau Fire Department,52,3392,incorporatedplace
2942,93813,19112,MN,Rosemount Fire Department,52,859,incorporatedplace
2943,83986,02804,AL,Henagar Volunteer Fire Department,52,5814,incorporatedplace
2944,84521,09218,NC,Hopkins Rural Fire Department  Inc.,52,29539,minorcivildivision
2945,79987,15502,VA,Dublin Volunteer Fire Department,52,10697,incorporatedplace
2946,81030,GW201,KS,Eureka Fire Department,52,3295,incorporatedplace
2947,88873,51238,ND,Minot Rural Fire Protection District,52,15829,incorporatedplace
2948,89506,AN403,TX,Muleshoe Volunteer Fire Department,52,12315,incorporatedplace
2949,76440,68001,OH,Camden Somers Fire/ Rescue,52,18942,incorporatedplace
2950,75580,11048,KY,Boyle County Fire Protection District,52,583,minorcivildivision
2951,83686,31047,OH,Harrison Fire Department,52,17991,incorporatedplace
2952,96843,07710,MO,Theodosia Area Volunteer Fire Department,52,16781,incorporatedplace
2953,94482,01411,NC,Sawmills Volunteer Fire Department,52,N/A,
2954,99775,40109,WV,Winfield Volunteer Fire Department,52,11020,incorporatedplace
2955,83465,18004,IN,Hamilton Township Volunteer Fire Company  Inc.,52,13040,minorcivildivision
2956,92631,34011,MS,Powers Volunteer Fire Department,52,34994,minorcivildivision
2957,90790,41050,WI,Oakdale Area Fire Association,52,11126,incorporatedplace
2958,78176,56000,VA,Clifton Forge Fire Department,52,36610,minorcivildivision
2959,75198,14315,VA,Blairs Fire and Rescue,52,36580,minorcivildivision
2960,89118,86011,OH,Montpelier Fire Department,52,15019,incorporatedplace
2961,98428,20010,LA,Ward 5 Fire Protection District of Evangeline Parish,52,1140,incorporatedplace
2962,89021,04716,AL,Monrovia Volunteer Fire Department,52,43093,minorcivildivision
2963,80345,60007,AR,East Pulaski County Fire Department,52,35479,minorcivildivision
2964,94542,46027,NY,Schuylerville Hose Company,52,15859,incorporatedplace
2965,85039,WS403,TX,Ivanhoe Volunteer Fire Department,52,14018,incorporatedplace
2966,89626,C3550,ME,Naples Fire Department,52,1758,countyorequivalent
2967,79413,54264,KY,Dawson Springs Volunteer Fire Department,52,1337,incorporatedplace
2968,78756,37202,SC,Corinth-Shiloh Volunteer Fire Department  Inc.,52,16626,minorcivildivision
2969,92272,49012,UT,Pleasant Grove City Fire Department,52,11285,incorporatedplace
2970,74411,03705,CO,Basalt Rural Fire Protection District,52,5435,unincorporatedplace
2971,95947,52040,LA,St. Tammany Fire District 9,52,289,minorcivildivision
2972,82164,38174,KY,Fulton Fire Department,52,634,incorporatedplace
2973,93078,14025,NY,Red Hook Fire Company  Inc.,52,16039,incorporatedplace
2974,73159,10001,MS,Ackerman Volunteer Fire Department,52,4602,incorporatedplace
2975,87365,25008,NY,Lowville Fire Department,52,17163,incorporatedplace
2976,84462,61601,NH,Hooksett Fire Rescue,52,30114,minorcivildivision
2977,80716,72001,AR,Elkins Volunteer Fire Department,52,8330,incorporatedplace
2978,78670,04902,NC,Cool Springs Volunteer Fire Department,52,29859,minorcivildivision
2979,96357,KA343,IL,Sugar Grove Fire Protection District,52,8014,incorporatedplace
2980,78041,54811,TN,Claxton Community Volunteer Emergency Services,52,46026,minorcivildivision
2981,84024,60009,AR,Hensley Fire Department,52,35480,minorcivildivision
2982,97940,53008,IN,Van Buren Township Fire Department,51,14397,minorcivildivision
2983,96608,07621,NC,Tabernacle Volunteer Fire Department,51,30028,minorcivildivision
2984,75604,72003,AR,Bradford Fire Department,51,N/A,
2985,78591,03113,VA,Concord Volunteer Fire Department,51,8282,unincorporatedplace
2986,90935,24D03,WA,Okanogan County Fire District # 3,51,10778,incorporatedplace
2987,94913,06406,MI,Shelby-Benona Fire Department,51,1148,incorporatedplace
2988,84750,22009,OH,Huron Fire Department,51,16046,incorporatedplace
2989,81663,FO403,KS,Ford County Fire & EMS,51,1513,incorporatedplace
2990,98329,10011,MD,Walkersville Volunteer Fire Company  Inc. (Frederick County Fire & Rescue),51,399,incorporatedplace
2991,74611,71101,MN,Becker Fire Department,51,3844,incorporatedplace
2992,91721,63010,IA,Pella Fire Department,51,892,incorporatedplace
2993,83763,07302,GA,Hartwell Fire Department,51,8316,incorporatedplace
2994,73689,10460,NJ,Annandale Hose Company # 1,51,9576,unincorporatedplace
2995,79832,12502,GA,Donalsonville Fire Department,51,5592,incorporatedplace
2996,96738,62004,IN,Tell City Volunteer Fire Department,51,235,incorporatedplace
2997,97231,18507,VA,Town of Tazewell Fire Department,51,14808,incorporatedplace
2998,98810,07050,WI,Webster Volunteer Fire Department,51,11099,incorporatedplace
2999,85013,15D03,WA,Island County Fire District #3,51,7093,unincorporatedplace
3000,98014,14291,AZ,Verde Valley Fire District,51,6333,incorporatedplace
3001,85685,72015,OK,Keystone Volunteer Fire Department,51,24604,minorcivildivision
3002,92772,03909,NC,Providence Community Volunteer Fire Department,51,29476,minorcivildivision
3003,87109,52015,OH,Lodi Fire Department,51,18920,incorporatedplace
3004,92587,45036,NY,Potsdam Fire Department,51,16721,incorporatedplace
3005,74980,02301,NC,Bethlehem Volunteer Fire Department,51,1280,countyorequivalent
3006,81938,11D03,WA,Franklin County Fire Protection District 3,51,36669,minorcivildivision
3007,99101,09526,MO,West Overland EMS & Fire Protection District,51,31579,minorcivildivision
3008,90436,05433,NC,North Lenoir Fire Protection Association  Inc.,51,30391,minorcivildivision
3009,84425,WG214,IL,Homer Township Fire Protection District,51,12205,minorcivildivision
3010,90058,06206,MI,Newaygo Fire Department,51,1746,incorporatedplace
3011,95910,06105,NC,Spruce Pine Fire & Rescue,51,15086,incorporatedplace
3012,95225,14006,OK,Slaughterville Fire Department,51,12728,incorporatedplace
3013,83446,08209,OH,Hamersville Fire Department,51,19588,incorporatedplace
3014,92290,41257,OH,Pleasant Hill Volunteer Fire Department,51,21502,minorcivildivision
3015,89969,15105,WV,New Manchester Volunteer Fire Department,51,39258,minorcivildivision
3016,99721,27343,MA,Winchendon Fire Department,51,234,unincorporatedplace
3017,99188,58308,KY,West Van Lear Volunteer Fire Department,51,2444,minorcivildivision
3018,87544,07903,NC,Madison Fire Department,51,17636,incorporatedplace
3019,89526,84121,TN,Munford Fire Department,51,14758,incorporatedplace
3020,88161,85339,ID,McCall Fire Protection District,51,7000,incorporatedplace
3021,86385,75123,TN,Lascassas Volunteer Fire Department,51,45767,minorcivildivision
3022,98365,08510,NC,Walnut Cove Volunteer Fire Department,51,17671,incorporatedplace
3023,94120,86112,MN,Saint Michael Fire Department,51,3791,incorporatedplace
3024,91613,51040,LA,Patterson Volunteer Fire Department,51,4471,incorporatedplace
3025,87065,39010,LA,Livonia Volunteer Fire Department,51,1475,incorporatedplace
3026,80653,0105,OR,Elgin Rural Fire Department,51,12476,incorporatedplace
3027,79090,09815,NC,Crossroads Volunteer Fire Department  Inc.,51,18459,incorporatedplace
3028,86230,62017,OH,Lakeside Volunteer Fire Protective Association  Inc,51,504,unincorporatedplace
3029,86235,30031,NY,Lakeview Fire Department,51,2452,unincorporatedplace
3030,94803,05006,MO,Shady Valley Fire Protection District,51,32756,minorcivildivision
3031,88084,ST403,TX,Mauriceville Volunteer Fire Department,51,37331,minorcivildivision
3032,98128,45017,OH,Village of Hebron  Division of Fire & EMS,51,17279,incorporatedplace
3033,95181,29D10,WA,Skagit County Fire Protection District #10,51,39854,minorcivildivision
3034,85228,28030,WI,Jefferson Fire Department,51,11037,incorporatedplace
3035,74671,N0050,ME,Belfast Fire Department,51,2447,minorcivildivision
3036,99597,13029,OH,Williamsburg Township Emergency Services,51,17046,incorporatedplace
3037,74850,82002,MS,Bentonia Volunteer Fire Department,51,1175,incorporatedplace
3038,94583,01011,OH,Scott Township Fire Department,51,17093,incorporatedplace
3039,95559,27D17,WA,South Pierce Fire & Rescue #17,51,310,countyorequivalent
3040,87975,11001,SD,Martin Volunteer Fire Department,51,459,countyorequivalent
3041,83492,21030,PA,Hampden Township Fire Company,51,22538,minorcivildivision
3042,97990,07912,MI,Vassar Fire Department,51,4344,incorporatedplace
3043,83786,63003,AR,Haskell Fire Department,51,5837,incorporatedplace
3044,74820,02451,VT,Bennington Rural Fire Department,51,3090,unincorporatedplace
3045,95123,02913,NC,Silver Valley Volunteer Fire Department,51,29537,minorcivildivision
3046,77178,0053,OR,Charleston Rural Fire Protection District,51,22368,minorcivildivision
3047,73228,17038,PA,Adrian Sandy Fire Company 3,51,19276,minorcivildivision
3048,75853,A1533,KY,Brodhead Volunteer Fire Department,51,1054,incorporatedplace
3049,96196,66202,OH,Stockdale Volunteer Fire Department,50,5009,unincorporatedplace
3050,78548,13113,VA,Community Fire Company  Inc.,50,12141,incorporatedplace
3051,97660,01205,MI,Union City Fire Department,50,2411,incorporatedplace
3052,82441,57021,OH,Germantown Fire Department,50,18223,incorporatedplace
3053,99366,00504,MO,Wheaton Fire Department,50,18207,incorporatedplace
3054,86747,26005,MS,Lexington Fire Department,50,2394,incorporatedplace
3055,88469,09901,GA,Meriwether County Fire Department,50,7324,incorporatedplace
3056,87928,05803,NC,Mars Hill Fire Department,50,17317,incorporatedplace
3057,78052,03001,GA,Clay County Volunteer Fire Department,50,7650,incorporatedplace
3058,89387,65003,IN,Mount Vernon Fire Department,50,5108,incorporatedplace
3059,86766,18021,NJ,Liberty Corner Fire Company,50,30180,minorcivildivision
3060,76713,GB123,IL,Carrollton Fire Protection District,50,5407,incorporatedplace
3061,83319,30010,MS,Gulf Park Estates Volunteer Fire Department,50,33701,minorcivildivision
3062,73702,19001,OH,Ansonia Volunteer Fire Department,50,17259,incorporatedplace
3063,92364,03019,AL,Poarch Band of Creek Indians Fire Department,50,788,nativeamericanarea
3064,92793,10155,CO,Pueblo West Fire Department,50,5968,unincorporatedplace
3065,90079,28015,OH,Newbury Volunteer Fire Department Inc.,50,25518,minorcivildivision
3066,73744,85001,OH,Apple Creek Volunteer Fire & Emergency Squad  Inc.,50,23917,minorcivildivision
3067,94639,AK406,TX,Sealy Volunteer Fire Department,50,11331,incorporatedplace
3068,91236,20017,IN,Osolo Township Volunteer Fire Department  Inc.,50,11717,minorcivildivision
3069,95878,50127,OH,Springfield Township Fire Department,50,20661,minorcivildivision
3070,74781,02204,SC,Belvedere Fire District,50,1549,unincorporatedplace
3071,99228,50123,OH,Western Reserve Joint Fire District,50,16103,incorporatedplace
3072,84564,26300,AR,Hot Springs Village Fire Department,50,4350,unincorporatedplace
3073,90053,XY309,TX,Newark Fire Department,50,10621,incorporatedplace
3074,75942,KK303,TX,Brownsboro Volunteer Fire Department,50,14081,incorporatedplace
3075,91517,07015,MI,Park Township Fire Deptartment,50,8122,minorcivildivision
3076,74948,63002,OK,Bethel Acres Fire Department,50,14365,incorporatedplace
3077,91145,07915,NC,Oregon Hill Volunteer Fire Department,50,17651,incorporatedplace
3078,81714,15060,NJ,Forked River Volunteer Fire Company # 1,50,1227,unincorporatedplace
3079,79129,60005,AR,Crystal Fire Protection District #24,50,35480,minorcivildivision
3080,83386,13301,ID,Hailey Fire Department,50,6503,incorporatedplace
3081,87177,LA283,IL,Long Grove Fire Protection District,50,8057,incorporatedplace
3082,97378,07509,MI,Tri-Township Fire Department,50,4995,minorcivildivision
3083,93324,03917,MI,Richland Township Fire Department,50,6939,minorcivildivision
3084,88929,0424,OR,Mohawk Valley Rural Fire Department,50,23617,minorcivildivision
3085,78418,89223,TN,Collins River Volunteer Fire Department,50,46295,minorcivildivision
3086,99724,01015,OH,Winchester Community Fire District ,50,17118,incorporatedplace
3087,88957,WG284,IL,Monee Fire Protection District,50,9096,incorporatedplace
3088,84324,52051,NY,Holbrook Fire Department,50,4495,unincorporatedplace
3089,98068,04034,NY,Vestal Fire Department,50,31263,minorcivildivision
3090,73572,04071,PA,Ambridge Fire Department,50,15003,incorporatedplace
3091,97628,56044,NY,Ulster Hose Company 5,50,4496,unincorporatedplace
3092,78679,05011,OH,Coolville Volunteer Fire Department  Inc.,50,18029,incorporatedplace
3093,98019,23108,WV,Verdunville Volunteer Fire Department,50,6148,unincorporatedplace
3094,76853,78811,TN,Catons Chapel Richardson Cove Volunteer Fire Department,50,39699,minorcivildivision
3095,94577,10104,MO,Scott City Fire Department,50,16912,incorporatedplace
3096,85296,05604,MI,Jerome Township Fire Department,50,4219,minorcivildivision
3097,73255,04601,NC,Ahoskie Fire Department,50,15922,incorporatedplace
3098,78395,NT401,TX,College Mound Fire Department,50,40109,minorcivildivision
3099,77375,04082,NJ,Chews Landing Fire Department,50,2179,unincorporatedplace
3100,88740,52069,NY,Miller Place Fire Department,50,6832,unincorporatedplace
3101,79056,36009,NY,Cronomer Valley Fire District,50,30790,minorcivildivision
3102,81283,55041,FL,Fanning Springs Fire Rescue,50,8964,incorporatedplace
3103,97854,25013,MS,Utica Volunteer Fire Department,50,3153,incorporatedplace
3104,98529,21210,NJ,Washington Boro Fire Department,50,19492,incorporatedplace
3105,98064,69011,IN,Versailles Volunteer Fire Department,50,2012,incorporatedplace
3106,80985,23017,PA,Essington Fire Company,50,1424,countyorequivalent
3107,84264,58105,MN,Hinckley Volunteer Fire Department,50,1424,incorporatedplace
3108,87184,27113,MN,Long Lake Volunteer Fire Department,50,902,incorporatedplace
3109,98095,JF154,IL,Vienna Fire Department,50,8864,incorporatedplace
3110,75084,02001,MS,Biggersville Fire Department,50,32327,minorcivildivision
3111,74375,12039,VT,Barre Town Fire Department,50,3418,unincorporatedplace
3112,97573,71133,OH,Twin Township Volunteer Fire Department,50,4192,unincorporatedplace
3113,94303,32021,NY,Sanborn Fire Company,50,8721,unincorporatedplace
3114,73176,01001,KY,Adair County Volunteer Fire Department,50,1671,incorporatedplace
3115,80909,0108,OR,Enterprise  Fire Department,50,13773,incorporatedplace
3116,79805,60012,NY,Dobbs Ferry Fire Department,50,17520,incorporatedplace
3117,86189,08808,NC,Lake Toxaway Fire Rescue  Inc.,50,26342,minorcivildivision
3118,75731,NP202,TX,Briaroaks Fire Department,50,13879,incorporatedplace
3119,98594,32001,OH,Washington Township Volunteer Fire Department,50,17075,incorporatedplace
3120,86497,75006,IA,Le Mars Fire-Rescue Department,50,1185,incorporatedplace
3121,99834,F5240,ME,Winthrop Fire Department,50,1196,unincorporatedplace
3122,74950,07201,NC,Bethel Community Fire Protection Association  Inc.,50,28044,minorcivildivision
3123,85021,48102,MN,Isle Fire Department,50,482,incorporatedplace
3124,98608,36049,NY,Washingtonville Fire Department,50,18219,incorporatedplace
3125,74863,05001,AR,Bergman Volunteer Fire Department,50,6077,incorporatedplace
3126,83660,30050,DE,Harrington Fire Company,50,7051,incorporatedplace
3127,79013,45002,IA,Cresco Fire Department,50,3897,incorporatedplace
3128,79371,47102,MN,Dassel Fire Department,50,3765,incorporatedplace
3129,78581,73419,KY,Concord Fire Protection District,50,515,minorcivildivision
3130,82014,HC502,TX,Fredericksburg Fire Department,50,11795,incorporatedplace
3131,77450,62831,TN,Christianburg Volunteer Fire Department,50,36593,minorcivildivision
3132,84541,50241,KY,Horse Cave Volunteer Fire Department,50,1067,incorporatedplace
3133,94066,06549,VT,Saint Albans City Fire Department,50,14024,incorporatedplace
3134,86793,80009,OH,Liberty Township Fire Department,50,589,unincorporatedplace
3135,77831,01103,AL,City of Piedmont Fire Department,50,7315,incorporatedplace
3136,95184,29D03,WA,Skagit County Fire Protection District #3,50,39861,minorcivildivision
3137,77402,PA164,IL,Chillicothe Community Fire Dept Inc,49,4905,incorporatedplace
3138,84717,09163,TN,Huntingdon Fire Department,49,13078,incorporatedplace
3139,92899,53213,OH,Racine Volunteer Fire Department,49,18987,incorporatedplace
3140,95227,08104,MN,Sleepy Eye Fire Department,49,4175,incorporatedplace
3141,74002,28101,WV,Athens Volunteer Fire Department,49,9410,incorporatedplace
3142,75249,45019,NM,Bloomfield Fire Department,49,17062,incorporatedplace
3143,90051,59011,NY,Newark Fire Department,49,19663,incorporatedplace
3144,75170,RC133,IL,Blackhawk Fire Protection District,49,7962,incorporatedplace
3145,96785,52109,NY,Terryville Fire Department,49,2127,unincorporatedplace
3146,92777,48101,OH,Providence Township Fire & Rescue,49,7287,unincorporatedplace
3147,92847,05007,NC,Qualla Volunteer Fire & Rescue,49,30266,minorcivildivision
3148,76345,15001,OH,Calcutta Fire Department,49,7882,unincorporatedplace
3149,80034,05804,MI,Dundee Township Fire Department,49,1627,incorporatedplace
3150,79162,05003,NC,Cullowhee Volunteer Fire Department,49,3130,unincorporatedplace
3151,76873,47003,MS,Cayce Marshall County Volunteer Fire Department,49,32888,minorcivildivision
3152,99356,37005,IN,Wheatfield Volunteer Fire Department  Inc.,49,819,incorporatedplace
3153,91378,04015,LA,Paincourtville Volunteer Fire Department,49,8922,unincorporatedplace
3154,91881,63004,IN,Petersburg Volunteer Fire Department,49,821,incorporatedplace
3155,95782,72008,OK,Sperry Volunteer Fire Department,49,18849,incorporatedplace
3156,94125,28036,NY,Saint Paul Boulevard Fire Department,49,4828,unincorporatedplace
3157,73860,05001,MI,Armada Township Fire Department,49,6496,minorcivildivision
3158,82918,13D03,WA,Grant County Fire District #3,49,9433,incorporatedplace
3159,78345,86105,MN,Cokato Fire Department,49,3464,incorporatedplace
3160,86822,57005,IN,Ligonier Fire Department,49,1590,incorporatedplace
3161,79105,03629,NC,Crowders Mountain Volunteer Fire/Rescue,49,30870,minorcivildivision
3162,90438,52005,IA,North Liberty Fire Department,49,1430,incorporatedplace
3163,76453,25103,WV,Cameron Volunteer Fire Department,49,N/A,
3164,98731,15103,GA,Wayne County Fire Rescue,49,40461,minorcivildivision
3165,95773,04132,MI,Spencer Township Fire Department,49,4274,minorcivildivision
3166,73642,45010,CA,Anderson Fire Protection District,49,5620,incorporatedplace
3167,73795,05102,NC,Archer Lodge Fire Department,49,19705,incorporatedplace
3168,77417,00103,VA,Chincoteague Volunteer Fire Company  Inc.,49,12641,incorporatedplace
3169,92416,15001,MT,Polson Fire Department,49,17479,incorporatedplace
3170,75939,B3585,KY,Browning Volunteer Fire Department,49,1490,minorcivildivision
3171,82364,GE400,KS,Geary County Fire Department,49,750,incorporatedplace
3172,91756,01411,MI,Penn Township Fire Department,49,839,incorporatedplace
3173,79096,60010,NY,Croton Falls Fire Department,49,28923,minorcivildivision
3174,80329,15011,OH,East Palestine Fire Department,49,17867,incorporatedplace
3175,87562,55007,IN,Madison Township Fire Department,49,9915,minorcivildivision
3176,99889,MJ264,IL,Wonder Lake Fire Protection District,49,42831,minorcivildivision
3177,89675,45201,OH,National Trail Volunteer Fire Department,49,21017,minorcivildivision
3178,99668,53055,LA,Wilmer Volunteer Fire Department,49,1388,minorcivildivision
3179,87680,08106,MI,Manchester Township Fire Department,49,375,incorporatedplace
3180,89801,CN119,TX,Nevada Volunteer Fire Department,49,12470,incorporatedplace
3181,93138,02912,NC,Reeds Fire Department,49,30107,minorcivildivision
3182,75045,71102,MN,Big Lake Fire Department,49,34781,minorcivildivision
3183,73097,74004,MS,4th District Volunteer Fire Department,49,33399,minorcivildivision
3184,75872,31007,OK,Brooken Fire Department,49,177,countyorequivalent
3185,87401,BR504,TX,Luling Volunteer Fire Department,49,12633,incorporatedplace
3186,97223,27287,MA,Town of Sturbridge  Massachusetts  Sturbridge Fire Department,49,2229,minorcivildivision
3187,91894,67270,WI,Pewaukee Fire Department,49,11145,incorporatedplace
3188,94468,CB152,IL,Savanna Fire Department,49,8997,incorporatedplace
3189,99225,38213,OH,Western Holmes County Fire District,49,24186,minorcivildivision
3190,77335,RA124,IL,Chester Fire Department,49,8735,incorporatedplace
3191,99004,63010,LA,West Feliciana Parish Fire Protection District #1,49,1385,minorcivildivision
3192,90841,CK143,IL,Oblong Fire Department,49,8713,incorporatedplace
3193,75637,28104,WV,Bramwell Volunteer Fire Department,49,9408,incorporatedplace
3194,89391,05513,MO,Mount Vernon Rural Fire Protection Association  Inc.,49,32711,minorcivildivision
3195,99621,41188,KY,Williamstown Volunteer Fire Department,49,4383,incorporatedplace
3196,93822,60017,OH,Roseville Volunteer Fire Department,49,17524,incorporatedplace
3197,86666,46209,SC,Lesslie Volunteer Fire Department,49,5977,unincorporatedplace
3198,96458,03703,NC,Sunbury Volunteer Fire Department,49,8869,unincorporatedplace
3199,97544,30151,TN,Tusculum Volunteer Fire Department,49,11129,incorporatedplace
3200,95476,66153,TN,South Fulton Fire Department,49,13492,incorporatedplace
3201,74904,56001,LA,Bernice Fire Department,49,2643,incorporatedplace
3202,91118,21121,OH,Orange Township Fire Department,49,23610,minorcivildivision
3203,86739,05403,MO,Lexington Fire & Rescue,49,2259,countyorequivalent
3204,91347,24003,AR,Ozark Fire Department,49,7703,incorporatedplace
3205,97851,05020,MI,Utica Fire Department,49,3550,incorporatedplace
3206,73519,EC114,IL,Altamont Fire Protection District,49,7375,incorporatedplace
3207,90364,0542,OR,North Douglas County Fire and EMS,49,12474,incorporatedplace
