,id,fdid,state,name,res_structure_fire_count,geom_id,source
1157,84959,XR504,TX,Iowa Park Volunteer Fire Department,92,12092,incorporatedplace
1158,86197,09002,AR,Lake Village Fire Department,92,36095,minorcivildivision
1159,84442,04229,SC,Honea Path Fire Department,92,10870,incorporatedplace
1160,74420,08902,VA,Bassett Volunteer Fire Department,92,1652,unincorporatedplace
1161,87822,39300,AR,Marianna Fire Department,92,7929,incorporatedplace
1162,88773,06504,MI,Mills Township Fire Department,92,8569,unincorporatedplace
1163,77146,10102,MN,Chanhassen Fire Department,92,6392,minorcivildivision
1164,91143,48011,OH,Oregon Fire Department,92,17451,incorporatedplace
1165,75176,03801,MI,Blackman Township Public Safety Department,92,4593,minorcivildivision
1166,73463,00301,GA,Alma Bacon County Fire Department,92,4937,incorporatedplace
1167,95203,M4410,ME,Skowhegan Fire Department,92,9226,unincorporatedplace
1168,91226,03504,MI,Oscoda Fire Department,92,3109,unincorporatedplace
1169,94565,20016,NJ,Scotch Plains Fire Department,92,30404,minorcivildivision
1170,98158,23005,AR,Vilonia Fire Department,92,7225,incorporatedplace
1171,80001,27080,MA,Dudley Fire Department,92,3546,minorcivildivision
1172,85376,08401,GA,Jones County Fire Department,92,9195,incorporatedplace
1173,91958,23320,SC,Piedmont Park Fire District,92,18352,minorcivildivision
1174,88721,98507,KY,Millard East Shelbiana Volunteer Fire and Rescue  Inc.,92,320,minorcivildivision
1175,79023,88003,IA,Creston Fire Department,92,4886,incorporatedplace
1176,81170,09101,OH,Fairfield Township Fire Department,92,23434,minorcivildivision
1177,77296,68600,AR,Cherokee Village Fire Department,92,41051,minorcivildivision
1178,74231,0018,OR,Baker City Fire Department,92,14389,incorporatedplace
1179,73472,75105,TN,Almaville Volunteer Fire Department,92,14720,incorporatedplace
1180,79664,09000,AR,Dermott Volunteer Fire Department,91,9082,incorporatedplace
1181,93220,03902,MO,Republic Fire Department,91,18528,incorporatedplace
1182,75631,WG124,IL,Braidwood Volunteer Fire Department  Inc.,91,9325,incorporatedplace
1183,78096,17001,IA,Clear Lake Fire Department,91,3123,incorporatedplace
1184,86734,03409,NC,Lewisville Fire Department,91,17339,incorporatedplace
1185,74840,FC122,IL,Benton Fire Department,91,9141,incorporatedplace
1186,75312,04502,NC,Blue Ridge Fire & Rescue  Inc.,91,7605,unincorporatedplace
1187,95893,60045,LA,Springhill Fire District #11,91,3697,minorcivildivision
1188,85559,NT405,TX,Kemp Fire Department,91,11387,incorporatedplace
1189,79862,29002,MS,Dorsey Friendship Fire Department,91,32861,minorcivildivision
1190,90582,37005,MS,Northeast Lamar Fire-Rescue & EMS,91,4107,unincorporatedplace
1191,73368,63016,AR,Alexander Fire & Rescue,91,5477,incorporatedplace
1192,90003,42223,SC,New Prospect Fire Department,91,3089,countyorequivalent
1193,77261,04D07,WA,Chelan County Fire Protection District 7,91,11383,incorporatedplace
1194,77957,05D03,WA,Clallam County Fire District #3,91,11511,incorporatedplace
1195,77988,25125,KY,Clark County Fire Department,91,853,incorporatedplace
1196,93166,73424,KY,Reidland Farley Fire Department,91,8126,unincorporatedplace
1197,90032,08103,MN,New Ulm Fire Department,91,4176,incorporatedplace
1198,76265,47002,MS,Byhalia Volunteer Fire Department,91,2007,incorporatedplace
1199,92266,20012,NE,Plattsmouth Fire Department,91,16508,incorporatedplace
1200,83593,35001,AR,Hardin Volunteer Fire Department,91,40781,minorcivildivision
1201,89651,01003,GA,Nashville Fire Department,91,5640,incorporatedplace
1202,88609,13230,WI,Middleton Fire Department,91,10091,incorporatedplace
1203,76678,07902,MI,Caro Fire Department,91,4279,incorporatedplace
1204,82997,55273,KY,Gray Hawk Volunteer Fire Department,91,3012,minorcivildivision
1205,82901,04113,MI,Grandville Fire Department,91,1748,incorporatedplace
1206,83111,67004,IN,Greencastle Fire Department,91,526,incorporatedplace
1207,99920,B9613,KY,Woodford County Fire Protection District,90,3423,incorporatedplace
1208,93278,03080,WI,Rice Lake Fire Department,90,10285,incorporatedplace
1209,93983,71379,KY,Russellville City Fire Department,90,4838,incorporatedplace
1210,94887,47131,OH,Sheffield Township Fire Department,90,21844,minorcivildivision
1211,75196,73121,TN,Blair Volunteer Fire Department,90,40122,minorcivildivision
1212,87677,02160,CT,Manchester Fire Department 8th Utilities District,90,7954,unincorporatedplace
1213,97924,26105,WV,Valley Volunteer Fire Department,90,4940,unincorporatedplace
1214,79064,60303,MN,Crookston Fire Department,90,1365,incorporatedplace
1215,85972,VV601,TX,La Rosita Volunteer Fire Department,90,4603,unincorporatedplace
1216,78198,01113,TN,Clinton Fire Department,90,14641,incorporatedplace
1217,79057,0547,OR,Crook County Fire & Rescue,90,14847,incorporatedplace
1218,91992,11401,GA,Pike County Emergency Services,90,7671,incorporatedplace
1219,89765,07311,MO,Neosho Area Fire Protection District,90,33159,minorcivildivision
1220,93096,41001,LA,Red River Parishwide Fire Protection District,90,3129,incorporatedplace
1221,83903,40030,PA,Hazleton Fire Department,90,15325,incorporatedplace
1222,89022,44007,NY,Monsey Fire Department,90,3150,unincorporatedplace
1223,77205,27054,MA,Charlton Fire Department,90,3560,minorcivildivision
1224,99292,05334,MA,Westport Fire Department,90,2404,minorcivildivision
1225,92695,B4100,ME,Presque Isle Fire Department,90,3081,incorporatedplace
1226,90754,24118,KY,Oak Grove Fire and Emergency Services,90,3401,incorporatedplace
1227,86329,02211,SC,Langley Fire Department,90,647,unincorporatedplace
1228,74374,12036,VT,Barre City Fire Department,90,14646,incorporatedplace
1229,76967,04402,NC,Center Pigeon Volunteer Fire Department  Inc.,90,28379,minorcivildivision
1230,93335,61332,KY,Richland Volunteer Fire Department,90,573,minorcivildivision
1231,84632,06708,NC,Hubert Volunteer Fire Department,90,29147,minorcivildivision
1232,89066,09403,GA,Montezuma Fire & Emergency Services,89,5590,incorporatedplace
1233,74466,00102,GA,Baxley Fire Department,89,9118,incorporatedplace
1234,88033,03308,MI,Mason Fire Department,89,94,incorporatedplace
1235,91157,06329,MI,Orion Township Fire Department,89,3738,minorcivildivision
1236,92304,25129,OH,Pleasant Township Fire Department,89,9878,unincorporatedplace
1237,77945,01004,NC,Civietown Volunteer Fire and Rescue,89,29084,minorcivildivision
1238,81642,05101,MN,Foley Fire Department,89,101,incorporatedplace
1239,92523,07204,MO,Portageville Fire Department,89,1660,incorporatedplace
1240,76166,44107,OH,Burlington-Fayette Fire Department,89,6113,unincorporatedplace
1241,77352,48019,IN,Chesterfield - Union Township Fire Department,89,5925,incorporatedplace
1242,79441,01300,AR,De Witt Fire Department,89,8933,incorporatedplace
1243,81032,09518,MO,Eureka Fire Protection District,89,19611,incorporatedplace
1244,99254,10045,LA,Westlake Fire Department,89,337,incorporatedplace
1245,76362,07004,MS,Calhoun City Fire Department,89,1201,incorporatedplace
1246,90839,47025,OH,Oberlin Fire Department,89,18796,incorporatedplace
1247,77710,NP307,TX,City of Joshua Fire Department,89,13857,incorporatedplace
1248,76884,12555,CA,CDF Humboldt/Del Norte Unit,89,2439,countyorequivalent
1249,81145,56284,KY,Fairdale Fire Protection District,89,1200,minorcivildivision
1250,99262,37316,SC,Westminster Fire Department,89,11828,incorporatedplace
1251,95346,SN306,KS,Soldier Township Fire Department,89,1381,minorcivildivision
1252,94963,05912,MI,Sheridan Community Fire Department,89,1272,incorporatedplace
1253,93514,76007,MS,Riverside Fire Department,89,34653,minorcivildivision
1254,84055,19085,CA,Hermosa Beach Fire Department,89,9971,incorporatedplace
1255,89471,WA132,IL,Mt. Carmel Fire Department,89,8184,incorporatedplace
1256,76285,08205,SC,C & B Fire Department,89,17191,minorcivildivision
1257,78319,19516,VA,Coeburn Fire Department,89,11718,incorporatedplace
1258,75344,90001,IN,Bluffton Fire Department,89,1022,incorporatedplace
1259,96938,34D01,WA,Thurston County Fire Protection District #1,89,39303,minorcivildivision
1260,100197,09226,NC,Zebulon Fire Department,89,19424,incorporatedplace
1261,85079,01602,MO,Jackson Fire Rescue,89,16891,incorporatedplace
1262,97345,04171,AZ,Tri-City Fire Department,89,6131,unincorporatedplace
1263,81573,46206,SC,Flint Hill Fire Department,88,17762,minorcivildivision
1264,95249,80731,TN,Smith County Fire Department,88,1657,countyorequivalent
1265,80235,63013,AR,East End Fire Protection District,88,5615,unincorporatedplace
1266,83103,23000,AR,Greenbrier Fire Department,88,7265,incorporatedplace
1267,92389,26103,WV,Point Pleasant Volunteer Fire Department,88,9509,incorporatedplace
1268,92800,28263,TN,Pulaski Fire Department,88,39852,minorcivildivision
1269,89465,A1534,KY,Mt Vernon Volunteer Fire Department,88,1052,incorporatedplace
1270,95697,32004,AR,Southside Volunteer Fire Department,88,41444,minorcivildivision
1271,74033,03001,OK,Atoka Fire Department,88,15955,incorporatedplace
1272,76310,KY401,TX,Caddo Mills Fire Rescue,88,12019,incorporatedplace
1273,80818,59315,KY,Elsmere Fire District,88,326,incorporatedplace
1274,74351,28001,NY,Barnard Fire Department,88,31458,minorcivildivision
1275,86431,37201,OH,Laurelville Volunteer Fire Department,88,16965,incorporatedplace
1276,79342,03101,WV,Danville Volunteer Fire Department,88,9477,incorporatedplace
1277,90530,34037,NY,North Syracuse Volunteer Fire Department,88,14927,incorporatedplace
1278,75525,BB402,KS,Bourbon County Fire District # 3,88,1778,minorcivildivision
1279,99756,02290,CT,Windsor Locks Fire Department,88,4644,unincorporatedplace
1280,78841,02603,NC,Cotton Volunteer Fire Department,88,30239,minorcivildivision
1281,92352,50007,IN,Plymouth Fire Department,88,4750,incorporatedplace
1282,92805,05110,WI,Pulaski Tri-County Fire Department  Inc.,88,40037,minorcivildivision
1283,89504,68005,OK,Muldrow Fire Department,88,17777,incorporatedplace
1284,76786,11103,MN,Cass Lake Volunteer Fire Department,88,3581,incorporatedplace
1285,93030,72830,NH,Raymond Fire Department,88,30500,minorcivildivision
1286,75013,07020,LA,Bienville Parish Fire District 4 and 5,88,3323,incorporatedplace
1287,82555,02130,CT,Glastonbury Fire Department,87,4474,unincorporatedplace
1288,83288,31161,TN,Gruetli-Laager Fire Department,87,13924,incorporatedplace
1289,75107,10204,MO,Birch Tree Volunteer Fire Department,87,2425,incorporatedplace
1290,92476,60043,NY,Port Chester Fire Department,87,16406,incorporatedplace
1291,93755,44117,OH,Rome Volunteer Fire Department  Inc.,87,24476,minorcivildivision
1292,73663,04001,OH,Andover Volunteer Fire Department  Inc.,87,18120,incorporatedplace
1293,75739,52010,NY,Bridgehampton Fire Department,87,105,unincorporatedplace
1294,97875,24100,AK,Valdez Fire Department,87,8236,incorporatedplace
1295,75070,19550,VA,Big Stone Gap Volunteer Fire Department,87,11719,incorporatedplace
1296,90193,01119,MI,Niles Charter Township Fire Department,87,6733,minorcivildivision
1297,92652,72006,AR,Prairie Grove Fire Department,87,8294,incorporatedplace
1298,99044,52114,NY,West Islip Fire Department,87,6097,unincorporatedplace
1299,93544,05601,AL,Roanoke Fire Department,87,9200,incorporatedplace
1300,79316,45113,TN,Dandridge Volunteer Fire Department,87,13418,incorporatedplace
1301,91673,GW503,TX,Pearsall Volunteer Fire Department,87,10834,incorporatedplace
1302,83353,02209,SC,GVW Volunteer Fire Department,87,1901,unincorporatedplace
1303,95689,01009,NC,Southport Fire Department,87,19465,incorporatedplace
1304,98333,03422,NC,Walkertown Volunteer Fire Department  Inc.,87,17342,incorporatedplace
1305,96390,50004,OK,Sulphur Fire Department,87,18363,incorporatedplace
1306,78426,08903,VA,Collinsville Volunteer Fire Department,87,1640,unincorporatedplace
1307,85581,05114,NC,Kenly Volunteer Fire Department  Inc.,87,19709,incorporatedplace
1308,88147,13403,GA,Mc Rae Fire Department,87,6922,incorporatedplace
1309,96851,57303,MN,Thief River Falls Minnesota Fire Department,87,753,incorporatedplace
1310,74325,56010,WI,Baraboo Fire Department,87,10150,incorporatedplace
1311,94415,17014,NY,Saranac Lake Volunteer Fire Department,86,18132,incorporatedplace
1312,90794,02010,LA,Oakdale Fire Department,86,3829,incorporatedplace
1313,83334,05120,CO,Gunnison Fire Department,86,5888,incorporatedplace
1314,77031,00512,MO,Central Crossing Fire Protection District,86,N/A,
1315,78833,82304,MN,Cottage Grove Fire Department,86,4427,incorporatedplace
1316,93065,33313,TN,Red Bank Fire Department,86,14072,incorporatedplace
1317,95525,04809,AL,South Marengo Fire & Rescue Squad,86,36294,minorcivildivision
1318,76696,55002,MS,Carriere Volunteer Fire Department,86,2209,countyorequivalent
1319,85312,15101,GA,Jesup Fire Department,86,6552,incorporatedplace
1320,80426,04503,GA,Eastman Fire Department,86,5393,incorporatedplace
1321,99321,02270,CT,Wethersfield Volunteer Fire Department,86,4517,unincorporatedplace
1322,82339,16903,VA,Gate City Volunteer Fire Department  Inc.,86,14441,incorporatedplace
1323,79619,05302,SC,Denmark Department of Public Safety,86,11240,incorporatedplace
1324,83459,25111,OH,Hamilton Township Fire Department,86,25323,minorcivildivision
1325,73128,06341,NC,Aberdeen Fire Department,86,19194,incorporatedplace
1326,93756,WG358,IL,Romeoville Fire Department,86,9058,incorporatedplace
1327,96062,40002,AR,Star City Fire Department,86,8036,incorporatedplace
1328,79065,64003,OH,Crooksville Fire Department,86,16744,incorporatedplace
1329,83587,27302,SC,Hardeeville Fire and Rescue,86,12262,incorporatedplace
1330,93424,RL304,KS,Riley County Fire District #1,86,1836,minorcivildivision
1331,79955,60003,OH,Dresden Volunteer Fire Department,86,17502,incorporatedplace
1332,84518,27112,MN,Hopkins Fire Department,86,920,incorporatedplace
1333,81689,82105,MN,Forest Lake Fire/ Rescue,86,4598,incorporatedplace
1334,85255,20119,WV,Jefferson Volunteer Fire Department,86,8831,unincorporatedplace
1335,75520,16017,MD,Boulevard Heights Volunteer Fire & Rescue (Prince Georges County Fire Department),86,9040,unincorporatedplace
1336,82808,26020,OK,Grady County Fire Department,86,12103,incorporatedplace
1337,86627,29107,WV,Lenore Volunteer Fire Department,86,534,countyorequivalent
1338,91535,19002,AR,Parkin Fire Department,86,7886,incorporatedplace
1339,84184,56287,KY,Highview Fire District,86,1188,minorcivildivision
1340,85910,HZ402,TX,Kountze Volunteer Fire and Rescue,86,11379,incorporatedplace
1341,89554,JA253,IL,Murphysboro Pomona Somerset Fire Protection District,86,5290,incorporatedplace
1342,84149,45011,IN,Highland Fire Department,86,3810,incorporatedplace
1343,89911,02012,IN,New Haven Adams Township Fire Department,86,873,incorporatedplace
1344,98247,76386,KY,Waco Volunteer Fire Department,86,539,minorcivildivision
1345,78772,11000,AR,Corning Volunteer Fire Department,86,5657,incorporatedplace
1346,81902,66004,OK,Foyil Fire Protection District,86,12234,incorporatedplace
1347,77097,50101,WV,Ceredo Volunteer Fire Department Inc.,85,9531,incorporatedplace
1348,93164,05247,MA,Rehoboth Fire Department,85,2429,minorcivildivision
1349,76130,07102,NC,Burgaw Fire Department,85,17657,incorporatedplace
1350,73144,19120,VA,Abingdon Volunteer Fire Department,85,11858,incorporatedplace
1351,92929,37130,CA,Ramona Fire Department,85,5079,unincorporatedplace
1352,75330,18502,VA,Bluefield Virginia Fire Department,85,14840,incorporatedplace
1353,81987,59015,LA,Franklinton Volunteer Fire Department,85,2622,incorporatedplace
1354,100085,09912,NC,Yadkinville Volunteer Fire Department,85,18486,incorporatedplace
1355,91360,03601,MO,Pacific Fire Protection District,85,18148,incorporatedplace
1356,90527,10504,MO,North Stone Northeast Barry County Fire Protection District,85,18144,incorporatedplace
1357,79958,67002,MS,Drew Volunteer Fire Department,85,3937,incorporatedplace
1358,98083,11103,VA,Victoria Fire & Rescue  Inc.,85,14467,incorporatedplace
1359,85007,30104,MN,Isanti Fire District,85,2164,incorporatedplace
1360,100080,29123,OH,Xenia Township Fire Department,85,24254,minorcivildivision
1361,96719,40108,WV,Teays Valley Fire Department,85,9436,unincorporatedplace
1362,76454,RW503,TX,Cameron Volunteer Fire Department,85,11493,incorporatedplace
1363,85945,0191,OR,La Grande City Fire Department,85,13465,incorporatedplace
1364,84574,42701,TN,Houston County Fire Department,85,39764,minorcivildivision
1365,88849,76033,OH,Minerva Volunteer Fire Department,85,17846,incorporatedplace
1366,75622,27113,WV,Bradshaw Volunteer Fire Department  Inc.,85,46995,minorcivildivision
1367,80115,24003,SD,Eagle Butte Volunteer Fire Department,85,37475,minorcivildivision
1368,78906,58000,VA,Covington Fire Department,85,1073,countyorequivalent
1369,89182,A2537,KY,Morehead Fire Department,85,2906,incorporatedplace
1370,82074,SG264,IL,French Village Fire Department,85,9668,minorcivildivision
1371,90301,0262,OR,North Bend Fire & Rescue,85,14414,incorporatedplace
1372,89967,19227,OH,New Madison Community Volunteer Fire Co Inc.,85,17266,incorporatedplace
1373,88644,73611,TN,Midtown / First District Volunteer Fire Department,85,5797,unincorporatedplace
1374,99370,59014,MS,Wheeler Volunteer Fire Department,85,34374,minorcivildivision
1375,85812,AW515,TX,Kirby Fire Department,85,12072,incorporatedplace
1376,86086,SA404,TX,Lake Conroe Fire Department,85,39238,minorcivildivision
1377,91845,87125,OH,Perrysburg Township Fire Department,84,21939,minorcivildivision
1378,98672,06007,OK,Watonga Fire Department,84,13040,incorporatedplace
1379,87983,07029,OH,Martins Ferry Fire Department,84,17199,incorporatedplace
1380,77011,AV409,TX,Central Bell County Fire/Rescue Inc.,84,12699,incorporatedplace
1381,74858,23302,SC,Berea Public Service District,84,9212,unincorporatedplace
1382,97965,FA164,IL,Vandalia Fire Department,84,8988,incorporatedplace
1383,76448,02506,MO,Cameron Fire Department,84,2461,incorporatedplace
1384,99830,61008,IA,Winterset Fire Department,84,161,minorcivildivision
1385,87152,73421,KY,Lone Oak Fire Department,84,7664,unincorporatedplace
1386,86050,14015,NY,LaGrange Fire District,84,27737,minorcivildivision
1387,87571,03102,WV,Madison Volunteer Fire Department,84,9454,incorporatedplace
1388,84357,76004,MS,Hollandale Volunteer Fire Department,84,3689,incorporatedplace
1389,88429,83444,KY,Menifee County Volunteer Fire Protection District,84,894,incorporatedplace
1390,82300,36650,KY,Garrett Area Volunteer Fire Department,84,3321,minorcivildivision
1391,79593,26003,OH,Delta Communithy Fire Department,84,19627,incorporatedplace
1392,99067,46031,OH,West Liberty Fire Department,84,19121,incorporatedplace
1393,81302,56005,LA,Farmerville Fire Department,84,4101,minorcivildivision
1394,77051,13203,OH,Central Joint Fire-EMS District,84,23502,minorcivildivision
1395,91121,13705,VA,Orange Volunteer Fire Company  Inc. (County of Orange Fire & EMS),84,14061,incorporatedplace
1396,86753,18005,NE,Lexington Volunteer Fire Department,84,18034,incorporatedplace
1397,97131,00901,NC,Town of Bladenboro Fire Department,84,18414,incorporatedplace
1398,78203,04201,MO,Clinton Fire Department,84,15760,incorporatedplace
1399,90994,33008,IA,Olewein Fire Department,83,1686,incorporatedplace
1400,76251,17013,AR,Butterfield District 5 Volunteer Fire Department,83,44363,minorcivildivision
1401,80817,20016,DE,Elsmere Fire Company NO 1,83,7824,incorporatedplace
1402,84117,20003,OH,Hicksville Volunteer Fire Department,83,16317,incorporatedplace
1403,99280,21305,WV,Weston Volunteer Fire Department  Inc.,83,9759,incorporatedplace
1404,86409,63341,KY,Laurel County Fire Department,83,77,minorcivildivision
1405,97871,WX501,TX,Val Verde County Volunteer Fire Department,83,3155,countyorequivalent
1406,75526,02803,MO,Bourbon Fire Protection District,83,18931,incorporatedplace
1407,98102,54107,WV,Vienna Volunteer Fire Department,83,10503,incorporatedplace
1408,78230,14003,OH,Clinton-Warren Joint Fire & Rescue District,83,19375,incorporatedplace
1409,73675,04302,NC,Angier & Black River Fire Department,83,15014,incorporatedplace
1410,94950,VC305,TX,Shepherd Volunteer Fire Department,83,13141,incorporatedplace
1411,99433,41011,IN,White River Township Fire Department,83,12395,minorcivildivision
1412,83176,05907,MI,Greenville Public Safety Department,83,1169,incorporatedplace
1413,84093,41021,TN,Hickman County Rescue Squad,83,39660,minorcivildivision
1414,73657,02114,MN,Andover Fire Department,83,3374,incorporatedplace
1415,74791,27001,MS,Belzoni Fire Department,83,4733,incorporatedplace
1416,74563,33010,CA,Beaumont Fire Service,83,41827,minorcivildivision
1417,97536,83115,OH,Turtlecreek Township Fire Station 32,83,15042,incorporatedplace
1418,79108,WB408,TX,Crowley Fire Department,83,10916,incorporatedplace
1419,92379,VC304,TX,Point Blank Volunteer Fire Department  Inc.,83,13142,incorporatedplace
1420,81744,23030,CA,Fort Bragg Fire Department,83,9927,incorporatedplace
1421,95998,52010,LA,St. Tammany Parish Fire District 3,83,9278,unincorporatedplace
1422,76669,WE113,IL,Carmi Fire/Emergency Management Department,83,6831,incorporatedplace
1423,84624,27140,MA,Hubbardston Fire Department,83,2831,minorcivildivision
1424,86046,93482,KY,LaGrange Fire & Rescue Department,83,322,incorporatedplace
1425,80739,53005,IN,Ellettsville Fire Department,83,2116,incorporatedplace
1426,73098,05112,NC,50-210 Community Fire Department  Inc.,83,29137,minorcivildivision
1427,77609,15341,PA,City of Coatesville Fire Department,83,12043,incorporatedplace
1428,77648,54005,CA,City of Farmersville Fire Department,82,8739,incorporatedplace
1429,77128,28001,PA,Chambersburg Fire Department,82,13675,incorporatedplace
1430,82999,90141,TN,Gray Volunteer Fire Department,82,7409,unincorporatedplace
1431,91975,13115,OH,Pierce Township Fire Department,82,22894,minorcivildivision
1432,88959,01905,VA,Moneta Volunteer Fire Department,82,39582,minorcivildivision
1433,81035,08001,AR,Eureka Springs Fire Department,82,8984,incorporatedplace
1434,94955,15067,KY,Shepherdsville Fire and Rescue,82,874,incorporatedplace
1435,91117,06811,NC,Orange Rural Fire Department,82,17319,incorporatedplace
1436,98622,81007,MS,Water Valley Fire Department,82,2030,incorporatedplace
1437,84714,06010,NC,Huntersville Volunteer Fire Department,82,28786,minorcivildivision
1438,94029,14017,OH,Sabina-Richland-Wilson-Wayne Joint Fire District 2,82,14953,incorporatedplace
1439,93160,12202,AZ,Regional Fire & Rescue Department  Inc.,82,43446,minorcivildivision
1440,76319,08302,MI,Cadillac Fire Department,82,86,incorporatedplace
1441,95779,28039,NY,Spencerport Fire District,82,17889,incorporatedplace
1442,76639,30042,DE,Carlisle Fire Company  Inc.,82,7014,incorporatedplace
1443,97958,09107,NC,Vance County Fire & Ambulance Service,82,26453,minorcivildivision
1444,89410,04510,NC,Mountain Home Fire & Rescue,82,6512,unincorporatedplace
1445,91819,52004,OK,Perry Fire Department,82,17008,incorporatedplace
1446,77210,07406,MI,Charter Township of Fort Gratiot Fire Department,82,4316,minorcivildivision
1447,83404,06705,NC,Half Moon Volunteer Fire Department  INC,82,6066,unincorporatedplace
1448,81369,28007,PA,Fayetteville Volunteer Fire Department,82,7511,unincorporatedplace
1449,90604,80011,OH,Northern Union County Joint Fire & EMS District,82,26817,minorcivildivision
1450,95720,13279,MA,Southwick Fire Department,82,404,minorcivildivision
1451,100026,08105,GA,Wrens Fire Department,82,8746,incorporatedplace
1452,89451,34034,NY,Moyers Corners Fire Department,82,26609,minorcivildivision
1453,83090,06108,WV,Green Valley Volunteer Fire Department,82,38790,minorcivildivision
1454,83211,12001,AR,Greers Ferry Fire Department,82,8413,incorporatedplace
1455,91708,52614,NH,Pelham Fire Department,81,30659,minorcivildivision
1456,86339,03305,MI,Lansing Charter Township Fire Department,81,7601,minorcivildivision
1457,83723,84446,KY,Harrodsburg Fire Department,81,682,incorporatedplace
1458,77188,10002,IN,Charlestown Volunteer Fire Department,81,1735,incorporatedplace
1459,86433,30307,SC,Laurens City Fire Department,81,13536,incorporatedplace
1460,98871,15047,OH,Wellsville Fire Department,81,17913,incorporatedplace
1461,84330,27134,MA,Holden Fire Department,81,2833,minorcivildivision
1462,80509,53050,WI,Edgerton Fire Protection District,81,36814,minorcivildivision
1463,90662,24208,SC,Northwest Volunteer Fire & Rescue Department,81,17825,minorcivildivision
1464,95875,27300,OH,Springfield Township Fire Department,81,18433,minorcivildivision
1465,92436,55275,KY,Pond Creek Volunteer Fire Department,81,3011,minorcivildivision
1466,77445,20005,CA,Chowchilla Fire Department,81,8797,incorporatedplace
1467,85566,11101,VA,Kenbridge Fire Department,81,14468,incorporatedplace
1468,91826,02215,OH,Perry Township Fire Department,81,23851,minorcivildivision
1469,88617,36026,NY,Middletown Fire Department,81,17878,incorporatedplace
1470,93427,05103,GA,Rincon Fire Department,81,6921,incorporatedplace
1471,90760,60011,AR,Oak Grove Fire District #25,81,35479,minorcivildivision
1472,89235,14220,NJ,Morris Township Fire Department,81,31031,minorcivildivision
1473,73546,22101,WV,Alum Creek Volunteer Fire Department  Inc.,81,7661,unincorporatedplace
1474,87676,09903,GA,Manchester Fire Department,81,7341,incorporatedplace
1475,79574,31073,OH,Delhi Township Fire Department,81,26987,minorcivildivision
1476,77940,MC112,IL,City of Wood River Fire Department,81,7377,incorporatedplace
1477,75378,01001,NC,Boiling Spring Lakes Fire Rescue,81,18520,incorporatedplace
1478,79800,50004,MS,Dixon Volunteer Fire Protection District,81,32055,minorcivildivision
1479,75916,57003,OH,Brookville Fire Department,81,18184,incorporatedplace
1480,88599,53207,OH,Middleport Fire Department,81,18967,incorporatedplace
1481,97205,27204,SC,Town of Ridgeland Fire Department,81,15519,incorporatedplace
1482,77733,67800,VA,City of Lexington Fire Department,81,973,countyorequivalent
1483,99487,31121,OH,Whitewater Township Fire Department,81,5220,unincorporatedplace
1484,81721,NT403,TX,Forney Fire Department,80,11372,incorporatedplace
1485,97212,30060,WI,Town of Salem Fire/Rescue,80,38407,minorcivildivision
1486,87741,67215,OH,Mantau-Shalersville Fire Department,80,15797,incorporatedplace
1487,85646,29211,SC,Kershaw Fire Department,80,11204,incorporatedplace
1488,75781,MB124,IL,Brighton Betsey Ann Fire Protection District,80,6630,incorporatedplace
1489,77817,09031,OH,City of Oxford Fire Department,80,16411,incorporatedplace
1490,89000,13111,OH,Monroe Township Fire/EMS,80,23591,minorcivildivision
1491,99139,73621,TN,West Roane County Volunteer Fire Department,80,40120,minorcivildivision
1492,94333,MD194,IL,Sandoval Fire Protection District,80,7965,incorporatedplace
1493,84758,40104,WV,Hurricane Volunteer Fire Department,80,11022,incorporatedplace
1494,85492,57035,LA,Kaplan Fire Department,80,664,incorporatedplace
1495,91069,23993,MA,Onset Fire District Fire Department,80,6377,unincorporatedplace
1496,94844,06410,NC,Sharpsburg Fire Prevention Association,80,15634,incorporatedplace
1497,94949,03704,MI,Shepherd Tri-Township Fire Department,80,863,incorporatedplace
1498,92768,03D03,WA,Prosser Fire District #3,80,15267,incorporatedplace
1499,84768,DH416,TX,Hutchins Fire Rescue,80,15393,incorporatedplace
1500,96259,11009,IA,Storm Lake Fire Department,80,574,incorporatedplace
1501,78235,05101,VA,Clintwood Volunteer Fire Department,80,11877,incorporatedplace
1502,96306,67027,OH,Streetsboro Fire Department,80,15846,incorporatedplace
1503,73185,01030,WI,Adams County Fire District,80,9622,incorporatedplace
1504,78727,52001,IA,Coralville Fire Department,80,1433,incorporatedplace
1505,87050,A1536,KY,Livingston Fire Department,80,1053,incorporatedplace
1506,85497,47811,TN,Karns Volunteer Fire Department,79,37722,minorcivildivision
1507,80012,21001,AR,Dumas Fire Department,79,6389,incorporatedplace
1508,97238,03120,CT,Town of Vernon Fire Department,79,42549,minorcivildivision
1509,99340,XN511,TX,Wharton Volunteer Fire Department,79,13068,incorporatedplace
1510,74333,90469,KY,Bardstown-Nelson County Volunteer Fire Department  Inc.,79,3254,incorporatedplace
1511,99591,02413,NC,Williams Township Community Fire Department,79,31187,minorcivildivision
1512,97468,07506,NC,Tryon Fire Department,79,18002,incorporatedplace
1513,97266,13371,NJ,Township of Ocean Fire District No. 1,79,2655,unincorporatedplace
1514,90579,28006,AR,Northeast Greene County Fire Department,79,42680,minorcivildivision
1515,74084,01510,VA,Augusta County Fire & Rescue,79,46790,minorcivildivision
1516,92624,04207,SC,Powdersville Fire Department,79,1896,countyorequivalent
